date,channel,campaign,impressions,clicks,sessions,spend
2025-12-02,Meta Ads,Lead Magnet,2333,29,26,22.56
2026-05-21,Direct,Returning Visitors,68,68,68,0.0
2026-03-21,Meta Ads,Lead Magnet,3516,42,37,28.02
2026-04-27,LinkedIn Ads,Decision Makers,1272,9,8,77.82
2026-04-03,Referral,Customer Referral,8,8,8,0.0
2025-12-11,Meta Ads,Lead Magnet,2871,36,32,28.38
2026-01-01,Direct,Demo Page Direct,11,11,11,0.0
2025-11-15,Direct,Brand Direct,74,74,74,0.0
2025-11-25,Direct,Returning Visitors,49,49,49,0.0
2025-12-10,Meta Ads,Lead Magnet,4056,48,44,34.54
2026-04-22,Meta Ads,Retargeting,2305,29,27,23.86
2026-04-12,Meta Ads,Awareness Video,5408,70,61,44.89
2026-06-18,Direct,Brand Direct,119,119,119,0.0
2026-02-09,Referral,Customer Referral,12,12,12,0.0
2026-04-27,Direct,Brand Direct,116,116,116,0.0
2026-06-20,Email,Reactivation,211,8,8,6.5
2026-01-23,Meta Ads,Lead Magnet,3118,41,38,31.97
2025-11-02,Referral,Customer Referral,8,8,8,0.0
2026-04-15,Email,Newsletter,921,35,35,6.5
2026-01-19,Email,Newsletter,1158,44,44,6.5
2026-01-25,LinkedIn Ads,Operations Leaders,388,3,3,25.05
2026-04-08,Direct,Demo Page Direct,25,25,25,0.0
2026-04-15,linkedin ads,Operations Leaders,860,6,5,40.09
2025-11-22,Email,Newsletter,605,23,23,6.5
2025-12-09,Meta Ads,Awareness Video,9225,116,108,67.44
2026-06-11,Meta Ads,Retargeting,1945,26,24,24.62
2025-12-27,Meta Ads,Lead Magnet,1570,19,17,13.24
2026-03-13,Organic Search,SEO Product Pages,4094,131,131,0.0
2025-12-04,Meta Ads,Awareness Video,8101,100,90,60.2
2026-01-14,Direct,Brand Direct,102,102,102,0.0
2025-11-23,Meta Ads,Lead Magnet,2497,29,25,21.0
2026-04-19,Meta Ads,Awareness Video,5676,76,68,46.36
2026-02-11,LinkedIn Ads,Decision Makers,1172,8,7,55.0
2026-01-19,Google Ads,Competitor Search,507,21,19,63.22
2026-04-11,LinkedIn Ads,Operations Leaders,529,4,4,29.02
2026-03-21,Direct,Returning Visitors,33,33,33,0.0
2026-05-10,Referral,Customer Referral,7,7,7,0.0
2026-04-16,Google Ads,Restaurant Operations,469,21,19,44.7
2025-12-03,Meta Ads,Lead Magnet,2698,33,30,26.31
2026-06-01,Google Ads,High Intent Search,861,36,32,81.06
2026-02-02,Email,Newsletter,816,31,31,6.5
2025-12-23,Google ads,High Intent Search,614,26,24,58.53
2025-12-04,Direct,Returning Visitors,49,49,49,0.0
2026-05-19,Meta Ads,Lead Magnet,3769,47,41,32.82
2026-04-17,Direct,Returning Visitors,51,51,51,0.0
2025-12-06,Google Ads,Restaurant Operations,402,17,16,33.42
2026-02-26,Direct,Demo Page Direct,24,24,24,0.0
2026-03-13,Organic Search,SEO Comparison,1188,38,38,0.0
2026-04-11,Email,Newsletter,500,19,19,6.5
2026-01-07,Organic Search,SEO Product Pages,4594,147,147,0.0
2026-02-13,LinkedIn Ads,Decision Makers,1496,11,10,71.11
2025-11-09,Google Ads,High Intent Search,661,28,26,64.47
2026-06-23,LinkedIn Ads,Operations Leaders,1063,7,6,50.66
2026-06-29,Organic Search,SEO Product Pages,5188,166,166,0.0
2026-03-08,Direct,Demo Page Direct,15,15,15,0.0
2026-06-30,Organic Search,SEO Guides,4594,147,147,0.0
2026-06-02,Organic Search,SEO Guides,4719,151,151,0.0
2026-06-02,Email,Lead Nurture,526,20,20,6.5
2025-11-24,Google Ads,Competitor Search,369,17,15,48.95
2026-02-24,Direct,Returning Visitors,41,41,41,0.0
2026-01-23,Email,Newsletter,1105,42,42,6.5
2026-03-02,Email,Newsletter,921,35,35,6.5
2026-04-19,Referral,Partner Network,19,19,19,11.28
2026-04-20,Referral,Industry Events,16,16,16,0.0
2025-12-22,Google Ads,High Intent Search,487,24,22,52.35
2026-03-30,Meta Ads,Lead Magnet,4841,54,49,39.45
2026-02-12,Google Ads,High Intent Search,991,43,38,101.05
2026-06-01,Email,Reactivation,632,24,24,6.5
2026-03-07,Meta Ads,Retargeting,1814,20,18,17.25
2025-12-11,LinkedIn Ads,Decision Makers,1072,7,6,59.11
2025-11-01,Referral,Customer Referral,15,15,15,0.0
2026-04-16,LinkedIn Ads,Decision Makers,1293,9,8,59.89
2025-12-07,Organic Search,SEO Guides,2344,75,75,0.0
2026-05-14,Organic Search,SEO Comparison,1781,57,57,0.0
2026-03-04,Email,Reactivation,526,20,20,6.5
2026-02-11,Referral,Customer Referral,16,16,16,0.0
2025-11-11,Direct,Returning Visitors,43,43,43,0.0
2026-05-17,LinkedIn Ads,Operations Leaders,678,5,5,30.7
2025-11-19,Meta Ads,Awareness Video,8115,101,89,57.2
2026-02-08,Meta Ads,Lead Magnet,2903,37,34,26.84
2026-05-17,Email,Newsletter,711,27,27,6.5
2026-03-12,Referral,Partner Network,18,18,18,19.46
2026-02-10,Google Ads,Competitor Search,401,16,15,48.19
2025-12-20,Referral,Partner Network,15,15,15,10.07
2026-06-24,Google Ads,Competitor Search,430,18,16,49.51
2025-11-12,Organic Search,SEO Guides,3438,110,110,0.0
2026-03-01,LinkedIn Ads,Decision Makers,980,7,6,48.56
2026-06-08,Organic Search,SEO Guides,4969,159,159,0.0
2026-01-19,Meta Ads,Awareness Video,8072,101,92,63.31
2025-12-12,Meta Ads,Awareness Video,9702,109,101,60.72
2026-05-15,Referral,Customer Referral,18,18,18,0.0
2026-03-22,Meta Ads,Lead Magnet,2511,31,27,23.84
2026-06-22,Referral,Customer Referral,12,12,12,0.0
2026-06-22,Organic Search,SEO Guides,4531,145,145,0.0
2026-03-02,Google Ads,High Intent Search,1209,48,44,117.61
2026-02-05,Referral,Partner Network,18,18,18,15.33
2026-05-25,Meta Ads,Retargeting,2180,27,25,26.32
2025-12-03,Direct,Demo Page Direct,23,23,23,0.0
2026-04-16,Direct,Brand Direct,99,99,99,0.0
2025-12-27,Google Ads,Restaurant Operations,165,7,6,12.94
2026-01-23,Direct,Demo Page Direct,30,30,30,0.0
2026-04-09,Email,Lead Nurture,763,29,29,6.5
2025-12-17,Organic Search,SEO Product Pages,4000,128,128,0.0
2026-01-19,Referral,Partner Network,11,11,11,18.95
2026-01-14,Meta Ads,Awareness Video,8355,101,94,54.15
2026-06-10,Direct,Demo Page Direct,32,32,32,0.0
2026-04-09,Referral,Partner Network,16,16,16,16.82
2025-11-13,Meta ads ,Awareness Video,6893,82,76,44.93
2026-02-09,Google Ads,Restaurant Operations,452,20,17,44.08
2026-06-28,Meta Ads,Retargeting,1406,17,16,14.67
2026-03-04,Organic Search,SEO Guides,4344,139,139,0.0
2025-12-14,Referral,Partner Network,17,17,17,11.7
2026-03-31,Direct,Brand Direct,103,103,103,0.0
2025-12-07,Meta Ads,Lead Magnet,2108,22,20,17.3
2026-04-08,Email,Lead Nurture,789,30,30,6.5
2026-05-08,Google Ads,Restaurant Operations,599,22,21,49.01
2026-02-07,Google Ads,Restaurant Operations,357,17,16,36.97
2025-12-21,Meta Ads,Lead Magnet,3191,40,35,27.4
2025-11-06,LinkedIn Ads,Decision Makers,1198,8,7,63.72
2025-11-21,Meta Ads,Awareness Video,8723,104,94,61.84
2026-03-11,Organic Search,SEO Comparison,1531,49,49,0.0
2026-04-19,Meta Ads,Lead Magnet,2863,35,31,26.8
2026-03-15,Referral,Partner Network,12,12,12,11.99
2026-01-06,Referral,Customer Referral,11,11,11,0.0
2026-01-21,Meta Ads,Retargeting,1716,22,19,19.32
2025-12-19,Google Ads,Restaurant Operations,385,18,17,35.43
2026-03-07,Organic Search,SEO Product Pages,3219,103,103,0.0
2026-02-11,Referral,Partner Network,13,13,13,16.89
2026-01-28,Direct,Brand Direct,74,74,74,0.0
2026-03-28,Direct,Returning Visitors,52,52,52,0.0
2026-02-27,Organic Search,SEO Guides,3406,109,109,0.0
2026-01-17,LinkedIn Ads,Operations Leaders,624,4,4,27.87
2026-04-09,LinkedIn Ads,Operations Leaders,890,6,5,38.7
2026-06-21,LinkedIn Ads,Decision Makers,1055,7,6,54.21
2026-04-05,Direct,Demo Page Direct,18,18,18,0.0
2026-03-24,LinkedIn Ads,SMB Growth,869,6,6,35.33
2026-01-29,Meta Ads,Lead Magnet,3043,37,32,30.08
2026-06-09,Meta Ads,Lead Magnet,4028,50,44,38.21
2026-01-27,Direct,Brand Direct,117,117,117,0.0
2025-11-11,Referral,Customer Referral,12,12,12,0.0
2026-02-14,Google Ads,Competitor Search,218,11,10,35.15
2026-02-23,Organic Search,SEO Guides,4031,129,129,0.0
2026-01-27,Direct,Demo Page Direct,21,21,21,0.0
2026-03-31,Google Ads,High Intent Search,731,33,29,78.24
2026-02-03,Referral,Customer Referral,10,10,10,0.0
2026-02-16,Meta Ads,Retargeting,2075,27,25,22.07
2026-05-01,Meta Ads,Awareness Video,6244,83,76,42.95
2026-03-21,Referral,Partner Network,10,10,10,11.79
2026-01-06,Organic Search,SEO Guides,3469,111,111,0.0
2025-11-11,Direct,Brand Direct,89,89,89,0.0
2026-04-26,LinkedIn Ads,SMB Growth,686,5,4,28.03
2026-01-12,Direct,Returning Visitors,37,37,37,0.0
2026-05-30,Direct,Demo Page Direct,23,23,23,0.0
2026-04-12,Google Ads,Competitor Search,309,14,13,40.22
2026-06-29,Organic Search,SEO Comparison,1594,51,51,0.0
2026-01-01,Organic Search,SEO Guides,2344,75,75,0.0
2026-04-09,LinkedIn Ads,Decision Makers,1196,8,7,60.97
2026-05-27,LinkedIn Ads,Operations Leaders,1143,7,6,45.58
2025-11-17,Google Ads,High Intent Search,1031,42,36,90.35
2026-06-10,Referral,Partner Network,18,18,18,18.36
2026-03-03,Email,Reactivation,342,13,13,6.5
2025-11-29,Google Ads,High Intent Search,610,27,24,62.41
2026-03-02,Direct,Demo Page Direct,26,26,26,0.0
2026-01-09,Meta Ads,Awareness Video,6380,79,71,45.86
2026-05-11,Email,Lead Nurture,526,20,20,6.5
2026-06-03,LinkedIn Ads,Decision Makers,1465,10,9,75.58
2026-05-15,Direct,Brand Direct,120,120,120,0.0
2026-03-22,Google Ads,Competitor Search,262,11,10,36.9
2026-04-23,LinkedIn Ads,Decision Makers,1327,9,8,66.93
2026-05-06,LinkedIn Ads,Decision Makers,1336,9,8,67.55
2026-04-16,Meta Ads,Lead Magnet,4107,50,44,34.17
2025-12-17,LinkedIn Ads,Operations Leaders,640,4,4,25.97
2026-05-18,Email,Newsletter,1053,40,40,6.5
2026-03-10,Referral,Industry Events,10,10,10,0.0
2026-03-06,Organic Search,SEO Comparison,1688,54,54,0.0
2026-05-28,Email,Lead Nurture,842,32,32,6.5
2026-06-27,Email,Lead Nurture,632,24,24,6.5
2026-04-13,Email,Reactivation,342,13,13,6.5
2025-11-16,Meta Ads,Lead Magnet,2733,32,30,22.47
2026-03-27,LinkedIn Ads,Decision Makers,1118,9,8,70.95
2026-03-21,Referral,Industry Events,7,7,7,0.0
2026-02-19,Direct,Brand Direct,106,106,106,0.0
2025-12-24,Referral,Partner Network,13,13,13,7.56
2026-04-24,Referral,Partner Network,26,26,26,16.07
2026-06-24,Email,Newsletter,921,35,35,6.5
2026-03-11,Organic Search,SEO Guides,3938,126,126,0.0
2026-06-10,META ADS,Lead Magnet,3479,44,39,34.81
2025-11-11,LinkedIn Ads,Decision Makers,878,7,6,54.29
2026-01-01,Meta Ads,Lead Magnet,2111,24,21,17.62
2026-03-16,Google Ads,Restaurant Operations,449,21,19,44.52
2026-03-29,Organic Search,SEO Guides,2750,88,88,0.0
2026-03-09,Referral,Customer Referral,15,15,15,0.0
2026-06-19,Direct,Returning Visitors,65,65,65,0.0
2025-11-07,Organic Search,SEO Product Pages,3469,111,111,0.0
2026-02-24,Direct,Demo Page Direct,28,28,28,0.0
2026-05-11,LinkedIn Ads,Decision Makers,1237,9,8,68.4
2025-12-16,Referral,Partner Network,20,20,20,15.74
2026-06-04,Meta Ads,Awareness Video,9977,119,105,78.94
2026-06-22,Organic Search,SEO Product Pages,4250,136,136,0.0
2026-02-02,Direct,Brand Direct,101,101,101,0.0
2026-02-18,Google Ads,Restaurant Operations,473,21,18,45.4
2025-12-20,Meta Ads,Lead Magnet,2927,33,31,23.62
2026-02-14,Direct,Returning Visitors,43,43,43,0.0
2026-05-12,Direct,Returning Visitors,61,61,61,0.0
2026-05-07,Direct,Brand Direct,125,125,125,0.0
2025-12-15,Direct,Brand Direct,95,95,95,0.0
2026-03-02,Email,Reactivation,553,21,21,6.5
2026-03-28,Direct,Brand Direct,85,85,85,0.0
2026-03-07,Organic Search,SEO Comparison,875,28,28,0.0
2026-02-10,Email,Reactivation,316,12,12,6.5
2026-13-05,LinkedIn Ads,Decision Makers,1080,9,8,64.92
2025-11-16,Direct,Brand Direct,61,61,61,0.0
2025-12-01,Email,Lead Nurture,526,20,20,6.5
2025-12-09,Referral,Partner Network,15,15,15,14.13
2026-05-14,LinkedIn Ads,SMB Growth,672,5,5,29.54
2026-02-19,LinkedIn Ads,SMB Growth,646,5,4,30.62
2025-12-04,LinkedIn Ads,Decision Makers,1039,8,7,54.85
2025-12-18,LinkedIn Ads,Decision Makers,1724,12,11,81.91
2026-05-20,Direct,Demo Page Direct,30,30,30,0.0
2025-11-27,Google Ads,Restaurant Operations,591,24,21,54.04
2026-06-07,Organic Search,SEO Comparison,1438,46,46,0.0
2025-11-30,Meta Ads,Awareness Video,6880,74,67,49.56
2026-02-27,Direct,Demo Page Direct,28,28,28,0.0
2026-03-24,Direct,Brand Direct,117,117,117,0.0
2025-11-29,Referral,Partner Network,13,13,13,10.35
2026-04-18,Meta Ads,Lead Magnet,2001,28,26,24.68
2026-01-08,Google Ads,Competitor Search,372,16,14,49.49
2026-04-02,LinkedIn Ads,Decision Makers,1099,8,8,58.88
2026-03-18,Organic Search,SEO Product Pages,4375,140,140,0.0
2026-05-11,Organic Search,SEO Comparison,2188,70,70,0.0
2025-11-30,Meta Ads,Lead Magnet,2753,30,27,24.18
2026-05-07,Google Ads,Restaurant Operations,384,19,18,41.66
2026-06-10,LinkedIn Ads,Operations Leaders,688,5,5,34.16
2026-03-11,Email,Lead Nurture,658,25,25,6.5
2026-03-07,Referral,Customer Referral,10,10,10,0.0
2025-11-07,Organic Search,SEO Guides,3031,97,97,0.0
2026-03-31,Direct,Returning Visitors,58,58,58,0.0
2026-03-30,Direct,Brand Direct,108,108,108,0.0
2026-06-06,LinkedIn Ads,Decision Makers,872,6,5,50.59
2026-04-18,Direct,Brand Direct,80,80,80,0.0
2025-11-28,LinkedIn Ads,Decision Makers,1159,7,6,53.03
2026-02-03,LinkedIn Ads,SMB Growth,716,4,4,26.12
2026-04-29,Direct,Brand Direct,107,107,107,0.0
2026-03-26,Meta Ads,Lead Magnet,3732,39,35,31.99
2026-05-19,Direct,Brand Direct,119,119,119,0.0
2026-03-12,Referral,Industry Events,12,12,12,0.0
2026-01-12,Google Ads,Restaurant Operations,496,24,22,51.7
2026-02-27,Google Ads,Restaurant Operations,616,24,21,51.81
2026-03-11,Email,Newsletter,842,32,32,6.5
2026-03-27,Meta Ads,Awareness Video,9012,116,101,67.17
2026-06-06,Referral,Partner Network,12,12,12,11.64
2025-12-14,Organic Search,SEO Product Pages,2875,92,92,0.0
2026-06-17,Direct,Returning Visitors,63,63,63,0.0
2026-03-25,Meta Ads,Lead Magnet,3936,47,42,36.49
2026-06-06,Referral,Industry Events,8,8,8,0.0
2026-04-17,Meta Ads,Lead Magnet,3729,49,46,39.5
2026-05-31,Direct,Brand Direct,102,102,102,0.0
2026-06-28,LinkedIn Ads,SMB Growth,542,4,4,25.14
2026-01-05,Referral,Customer Referral,9,9,9,0.0
2026-05-31,Email,Lead Nurture,526,20,20,6.5
2025-12-10,Google Ads,Restaurant Operations,386,16,15,35.8
2026-06-21,Email,Reactivation,342,13,13,6.5
2026-06-04,Organic Search,SEO Comparison,1406,45,45,0.0
2025-11-09,Email,Newsletter,553,21,21,6.5
2025-12-21,LinkedIn Ads,Decision Makers,677,5,4,36.75
2026-05-21,Google Ads,Restaurant Operations,499,22,20,45.53
2026-05-11,Referral,Partner Network,15,15,15,19.19
2026-02-07,LinkedIn Ads,Decision Makers,588,4,4,32.48
2026-05-15,Google Ads,Competitor Search,402,18,16,53.42
2026-06-10,Direct,Returning Visitors,55,55,55,0.0
2026-03-26,Organic Search,SEO Guides,4000,128,128,0.0
2025-12-04,LinkedIn Ads,Operations Leaders,713,5,4,40.07
2026-06-19,Google ads,High Intent Search,1023,42,39,95.18
2026-04-01,Google Ads,Restaurant Operations,607,28,25,52.15
2025-11-02,Google Ads,High Intent Search,535,27,24,62.35
2026-04-16,LinkedIn Ads,Operations Leaders,680,5,5,39.3
2026-03-02,Email,Lead Nurture,632,24,24,6.5
2026-03-07,Email,Newsletter,605,23,23,6.5
2026-05-27,Meta Ads,Lead Magnet,4178,50,44,35.4
2026-03-11,Meta Ads,Awareness Video,8710,95,88,59.9
2026-05-11,Google ads,High Intent Search,950,46,42,109.74
2026-04-06,Google Ads,Competitor Search,362,17,15,50.12
2026-05-14,Direct,Returning Visitors,61,61,61,0.0
2026-01-01,Referral,Partner Network,8,8,8,8.99
2026-06-18,Email,Lead Nurture,474,18,18,6.5
2026-05-31,Email,Newsletter,763,29,29,6.5
2026-02-02,Referral,Customer Referral,12,12,12,0.0
2026-04-22,Google Ads,Restaurant Operations,494,21,19,46.5
2026-05-06,Direct,Demo Page Direct,28,28,28,0.0
2025-11-21,Referral,Partner Network,14,14,14,12.16
2026-06-19,Email,Lead Nurture,921,35,35,6.5
2026-01-21,LinkedIn Ads,SMB Growth,683,5,5,29.8
2026-03-11,LinkedIn Ads,Operations Leaders,732,5,4,38.33
2026-06-05,Referral,Partner Network,20,20,20,14.91
2026-02-20,Google Ads,Restaurant Operations,477,21,18,43.3
2025-11-07,Meta Ads,Awareness Video,7094,85,77,50.88
2025-11-25,Referral,Partner Network,20,20,20,14.8
2026-03-20,Google Ads,Competitor Search,449,18,17,54.12
2026-02-26,Direct,Brand Direct,100,100,100,0.0
2025-12-30,Organic Search,SEO Product Pages,1906,61,61,0.0
2026-06-18,Direct,Demo Page Direct,17,17,17,0.0
2026-04-05,Meta Ads,Retargeting,1696,21,19,18.31
2026-03-10,Direct,Demo Page Direct,32,32,32,0.0
2026-01-03,Organic Search,SEO Product Pages,1406,45,45,0.0
2026-05-06,LinkedIn Ads,Operations Leaders,845,6,6,39.78
2025-11-19,Google Ads,Competitor Search,356,15,13,44.64
2025-12-02,Direct,Returning Visitors,54,54,54,0.0
2026-01-25,LinkedIn Ads,SMB Growth,457,3,3,20.18
2025-11-22,Meta Ads,Lead Magnet,2440,29,26,23.98
2026-01-18,LinkedIn Ads,Decision Makers,756,6,5,44.95
2026-04-14,Meta Ads,Retargeting,2604,28,26,23.53
2026-02-27,Direct,Returning Visitors,44,44,44,0.0
2026-02-14,Email,Lead Nurture,316,12,12,6.5
2026-03-04,Meta Ads,Retargeting,2307,26,23,25.26
2026-06-29,Meta Ads,Awareness Video,9479,117,102,65.64
2025-12-24,LinkedIn Ads,Operations Leaders,614,4,3,24.16
2026-06-07,Direct,Returning Visitors,30,30,30,0.0
2025-12-05,Google Ads,Competitor Search,405,17,15,46.81
2026-02-25,Direct,Returning Visitors,50,50,50,0.0
2026-01-09,META ADS,Lead Magnet,4439,52,46,36.25
2026-05-26,LinkedIn Ads,Operations Leaders,828,6,5,46.99
2026-06-04,Direct,Demo Page Direct,35,35,35,0.0
2026-05-13,Meta Ads,Lead Magnet,4006,50,44,41.27
2026-04-22,Email,Reactivation,526,20,20,6.5
2025-11-19,Email,Newsletter,974,37,37,6.5
2025-12-12,Email,Lead Nurture,579,22,22,6.5
2026-05-16,Organic Search,SEO Comparison,1125,36,36,0.0
2026-05-07,Email,Lead Nurture,842,32,32,6.5
2026-05-10,Meta Ads,Awareness Video,5095,66,59,38.25
2026-06-20,Meta Ads,Lead Magnet,3574,37,34,30.37
2026-03-03,Direct,Brand Direct,86,86,86,0.0
2026-05-15,LinkedIn Ads,Decision Makers,948,7,6,45.39
2026-04-06,Referral,Customer Referral,15,15,15,0.0
2026-03-24,Email,Lead Nurture,868,33,33,6.5
2026-01-14,Google Ads,High Intent Search,1122,49,45,101.0
2026-06-19,Meta Ads,Retargeting,2354,28,26,26.83
2026-05-07,Email,Newsletter,1079,41,41,6.5
2026-04-24,Direct,Returning Visitors,55,55,55,0.0
2026-05-21,Referral,Industry Events,7,7,7,0.0
2025-12-17,Google Ads,Competitor Search,197,10,9,34.63
2026-04-01,Direct,Brand Direct,121,121,121,0.0
2026-06-17,Referral,Customer Referral,11,11,11,0.0
2026-01-27,LinkedIn Ads,Operations Leaders,800,6,5,46.16
2026-01-09,Organic Search,SEO Product Pages,4594,147,147,0.0
2026-06-14,Email,Newsletter,763,29,29,6.5
2026-04-04,LinkedIn Ads,SMB Growth,709,5,5,29.42
2026-06-15,LinkedIn Ads,SMB Growth,808,6,6,38.59
2026-06-22,Google Ads,Restaurant Operations,575,29,25,56.15
2026-06-12,Direct,Returning Visitors,60,60,60,0.0
2026-04-21,Google Ads,High Intent Search,857,44,40,119.32
2026-03-30,Direct,Demo Page Direct,27,27,27,0.0
2026-06-26,Organic Search,SEO Product Pages,4531,145,145,0.0
2026-03-23,Meta Ads,Retargeting,2561,24,21,22.98
2026-06-28,Direct,Brand Direct,88,88,88,0.0
2026-06-02,Direct,Demo Page Direct,26,26,26,0.0
2026-06-09,LinkedIn Ads,SMB Growth,980,7,6,36.67
2026-05-09,Email,Reactivation,368,14,14,6.5
2025-12-10,Email,Lead Nurture,737,28,28,6.5
2026-03-10,Referral,Partner Network,19,19,19,16.58
2026-01-11,Google Ads,High Intent Search,894,45,39,89.83
2026-01-25,Direct,Demo Page Direct,25,25,25,0.0
2026-06-18,Google Ads,Competitor Search,462,19,18,58.32
2026-02-04,Referral,Customer Referral,9,9,9,0.0
2025-11-26,Email,Newsletter,763,29,29,6.5
2026-02-13,Google Ads,Restaurant Operations,503,24,21,46.79
2026-02-11,Organic Search,SEO Guides,4406,141,141,0.0
2025-11-09,Organic Search,SEO Guides,2750,88,88,0.0
2025-11-01,Organic Search,SEO Product Pages,2500,80,80,0.0
2026-04-29,LinkedIn Ads,SMB Growth,884,6,6,36.77
2025-12-07,LinkedIn Ads,Decision Makers,856,6,5,46.92
2026-06-03,Email,Lead Nurture,553,21,21,6.5
2026-02-06,LinkedIn Ads,SMB Growth,1185,7,6,41.27
2026-06-23,Referral,Industry Events,10,10,10,0.0
2026-05-30,Meta Ads,Awareness Video,6665,83,72,50.19
2026-06-13,linkedin ads,Decision Makers,915,6,5,44.99
2026-06-10,Email,Reactivation,474,18,18,6.5
2025-11-17,Organic Search,SEO Product Pages,3938,126,126,0.0
2026-04-19,META ADS,Retargeting,1657,18,16,16.65
2026-06-17,Email,Reactivation,421,16,16,6.5
2025-12-29,Google Ads,High Intent Search,409,20,18,46.51
2026-06-17,Meta Ads,Awareness Video,7375,90,78,55.63
2026-06-25,Referral,Customer Referral,19,19,19,0.0
2026-06-21,Google Ads,Restaurant Operations,369,17,16,35.57
2026-03-17,Direct,Brand Direct,106,106,106,0.0
2026-05-17,Meta Ads,Lead Magnet,2596,32,28,25.63
2026-05-10,Meta Ads,Retargeting,1330,16,14,15.26
2026-04-05,LinkedIn Ads,SMB Growth,591,4,4,26.66
2026-06-30,Referral,Partner Network,20,20,20,17.69
2025-12-18,Direct,Demo Page Direct,28,28,28,0.0
2026-02-24,Google Ads,Restaurant Operations,579,26,23,53.07
2026-05-03,LinkedIn Ads,Decision Makers,826,6,6,46.67
2026-04-06,Referral,Industry Events,9,9,9,0.0
2026-03-02,Referral,Partner Network,17,17,17,17.77
2026-06-03,LinkedIn Ads,Operations Leaders,805,6,5,40.74
2026-01-09,Direct,Brand Direct,94,94,94,0.0
2026-03-01,Google Ads,Restaurant Operations,284,12,10,27.16
2026-02-18,Organic Search,SEO Product Pages,3906,125,125,0.0
2025-11-14,Direct,Brand Direct,81,81,81,0.0
2026-05-27,Email,Newsletter,789,30,30,6.5
2025-11-14,Organic Search,SEO Product Pages,3500,112,112,0.0
2026-06-09,Organic Search,SEO Guides,4781,153,153,0.0
2025-12-22,LinkedIn Ads,Operations Leaders,295,2,2,15.8
2026-05-27,Direct,Brand Direct,125,125,125,0.0
2026-01-05,Email,Newsletter,842,32,32,6.5
2026-06-02,Organic Search,SEO Product Pages,5188,166,166,0.0
2026-06-11,Direct,Brand Direct,118,118,118,0.0
2026-02-03,Direct,Returning Visitors,60,60,60,0.0
2026-05-28,Referral,Customer Referral,10,10,10,0.0
2025-12-06,Meta Ads,Lead Magnet,2144,26,23,17.87
2025-12-11,Meta Ads,Awareness Video,7250,75,66,48.81
2025-11-26,Direct,Brand Direct,118,118,118,0.0
2025-12-12,LinkedIn Ads,Operations Leaders,718,5,5,33.13
2026-06-17,Google Ads,High Intent Search,1068,51,45,117.59
2025-12-03,Organic Search,SEO Product Pages,3750,120,120,0.0
2026-05-28,Referral,Industry Events,9,9,9,0.0
2025-12-29,Google Ads,Restaurant Operations,293,13,12,27.31
2026-06-26,Email,Reactivation,421,16,16,6.5
2026-02-20,Google Ads,High Intent Search,815,40,36,89.55
2026-05-25,Google Ads,Restaurant Operations,507,22,20,48.15
2025-12-27,Referral,Customer Referral,3,3,3,0.0
2025-12-25,Meta Ads,Awareness Video,4594,62,58,34.62
2025-11-22,Organic Search,SEO Product Pages,2844,91,91,0.0
2026-02-13,Organic Search,SEO Guides,3812,122,122,0.0
2025-12-30,Email,Lead Nurture,421,16,16,6.5
2026-01-17,Google Ads,Competitor Search,270,12,11,35.18
2026-06-12,Referral,Customer Referral,5,5,5,0.0
2026-04-13,Organic Search,SEO Comparison,1750,56,56,0.0
2026-02-01,Meta Ads,Awareness Video,5212,61,54,37.4
2026-06-12,Meta Ads,Awareness Video,10095,110,102,67.92
2026-01-06,Google Ads,Competitor Search,355,14,12,42.9
2026-02-16,Email,Lead Nurture,579,22,22,6.5
2026-05-23,LinkedIn Ads,SMB Growth,412,3,3,20.62
2026-04-21,Direct,Demo Page Direct,37,37,37,0.0
2026-04-22,Referral,Customer Referral,10,10,10,0.0
2026-02-09,META ADS,Awareness Video,8711,95,89,60.22
2026-02-10,Referral,Partner Network,14,14,14,20.23
2026-03-22,Email,Reactivation,447,17,17,6.5
2026-02-12,Organic Search,SEO Guides,3062,98,98,0.0
2026-04-25,Email,Lead Nurture,421,16,16,6.5
2026-03-25,LinkedIn Ads,Decision Makers,1473,10,9,60.6
2026-03-09,LinkedIn Ads,Operations Leaders,698,5,4,35.9
2026-04-28,Google Ads,Restaurant Operations,522,24,22,51.88
2026-04-24,LinkedIn Ads,SMB Growth,972,6,6,33.51
2025-12-21,Email,Newsletter,737,28,28,6.5
2026-02-17,Google Ads,High Intent Search,792,37,33,103.6
2025-12-27,Google Ads,Competitor Search,96,5,5,13.91
2026-02-17,LinkedIn Ads,Decision Makers,1115,7,6,58.36
2026-02-22,LinkedIn Ads,Decision Makers,597,4,4,32.3
2026-06-23,Meta Ads,Awareness Video,10559,118,102,64.96
2026-04-25,Organic Search,SEO Comparison,1250,40,40,0.0
2026-06-10,Google Ads,Restaurant Operations,526,24,21,48.39
2026-03-25,Organic Search,SEO Guides,3906,125,125,0.0
2026-01-24,Direct,Brand Direct,69,69,69,0.0
2025-12-11,Google Ads,Restaurant Operations,389,18,16,37.44
2026-04-22,Google Ads,High Intent Search,964,40,36,96.98
2026-01-01,Meta Ads,Awareness Video,4681,59,54,32.4
2026-06-01,Google Ads,Restaurant Operations,598,28,25,53.7
2026-03-03,Direct,Returning Visitors,51,51,51,0.0
