opportunity_id,lead_id,created_at,closed_at,stage,plan,sites,expected_value,won_value
1144,5099,2026-06-27,,Open,Starter,1,619.35,0.0
1145,5102,2026-06-26,,Open,Group,2,7187.39,0.0
1146,5103,2026-06-22,,Open,Starter,1,550.68,0.0
1147,5111,2026-06-21,2026-06-25,Lost,Starter,1,611.46,0.0
1148,5123,2026-06-25,2026-06-29,Won,Starter,1,609.88,542.31
1149,5137,2026-06-25,,Open,Group,2,6412.9,0.0
1150,5147,2026-06-29,,Open,Pro,1,1525.8,0.0
1151,5153,2026-06-23,,Open,Starter,1,636.35,0.0
1152,5154,2026-06-25,,Open,Starter,1,575.05,0.0
1153,5156,2026-06-26,,Open,Group,4,12950.73,0.0
1154,5159,2026-06-21,,open,Group,2,6401.46,0.0
1155,5160,2026-06-24,,Open,Starter,1,600.09,0.0
1156,5163,2026-06-23,,open,Starter,1,596.25,0.0
1157,5179,2026-06-30,,Open,Pro,1,1427.81,0.0
1158,5180,2026-06-30,,Open,Starter,1,533.13,0.0
1159,5182,2026-06-29,,Open,Starter,1,533.74,0.0
1160,5183,2026-06-29,,Open,Starter,1,628.47,0.0
1161,5193,2026-06-24,,Open,Starter,1,592.84,0.0
1162,5197,2026-06-26,,Open,Starter,1,611.53,0.0
1163,5201,2026-06-29,,open,Starter,1,595.7,0.0
1164,5202,2026-06-25,,Open,Pro,1,1504.88,0.0
1165,5203,2026-06-25,,Open,Pro,1,1540.53,0.0
1166,5204,2026-06-30,,Open,Pro,1,1430.13,0.0
1167,5205,2026-06-26,,Open,Starter,1,603.51,0.0
1168,5207,2026-06-28,,Open,Starter,1,534.18,0.0
1169,5222,2026-06-29,,Open,Pro,1,1476.61,0.0
1170,5223,2026-06-24,,Open,Starter,1,563.93,0.0
1171,5228,2026-07-01,,Open,Pro,1,1418.12,0.0
1172,5229,2026-06-28,,Open,Starter,1,544.43,0.0
1173,5239,2026-06-24,,Open,Group,5,18653.55,0.0
1174,5240,2026-06-27,,Open,Pro,1,1548.45,0.0
1175,5241,2026-07-01,,Open,Pro,1,1544.24,0.0
1176,5261,2026-06-30,,Open,Group,4,14613.45,0.0
1177,5267,2026-07-01,,open,Starter,1,627.76,0.0
1178,5269,2026-07-01,,Open,Pro,1,1448.32,0.0
1179,5270,2026-06-26,,Open,Pro,1,1552.71,0.0
1180,5279,2026-06-30,,Open,Starter,1,606.51,0.0
1181,5282,2026-06-28,,Open,Pro,1,1548.05,0.0
1182,5292,2026-06-28,,Open,Starter,1,603.38,0.0
1183,5294,2026-06-29,,Open,Starter,1,574.84,0.0
1184,5300,2026-06-27,,Open,Starter,1,642.51,0.0
1185,5302,2026-07-04,,Open,Pro,1,1535.55,0.0
1186,5305,2026-07-03,,Open,Pro,1,1371.65,0.0
1187,5321,2026-07-01,,Open,Pro,1,1327.67,0.0
1188,5324,2026-07-04,,Open,Starter,1,530.16,0.0
1189,5330,2026-07-02,,Open,Group,2,7465.28,0.0
1190,5333,2026-07-03,,Open,Group,4,12594.84,0.0
1191,5334,2026-07-01,,Open,Group,4,14145.65,0.0
1192,5349,2026-07-03,,Open,Pro,1,1314.79,0.0
1193,5350,2026-07-03,,Open,Starter,1,614.54,0.0
1194,5352,2026-06-29,,Open,Group,5,17620.7,0.0
1195,5353,2026-07-05,,Open,Pro,1,1331.34,0.0
1196,5354,2026-07-01,,Open,Pro,1,1387.06,0.0
1197,5360,2026-07-02,,Open,Starter,1,560.95,0.0
1198,5363,2026-07-03,,Open,Pro,1,1428.88,0.0
1199,5366,2026-07-06,,Open,Starter,1,613.15,0.0
1200,5367,2026-07-05,,Open,Starter,1,561.71,0.0
1201,5371,2026-07-04,,Open,Starter,1,537.58,0.0
1202,5381,2026-07-06,,Open,Starter,1,596.2,0.0
1203,5388,2026-07-06,,Open,Pro,1,1379.83,0.0
1204,5391,2026-07-03,,open,Starter,1,586.68,0.0
1205,5405,2026-07-01,,Open,Starter,1,588.63,0.0
1206,5408,2026-07-04,,Open,Pro,1,1418.85,0.0
1207,5415,2026-07-08,,Open,Starter,1,594.23,0.0
1208,5420,2026-07-01,,Open,Pro,1,1562.04,0.0
1209,5426,2026-07-03,,Open,Starter,1,627.85,0.0
1210,5427,2026-07-08,,Open,Starter,1,622.87,0.0
1211,5433,2026-07-03,,Open,Starter,1,578.95,0.0
1212,5439,2026-07-04,,Open,Pro,1,1487.94,0.0
1213,5442,2026-07-01,,Open,Group,3,11368.05,0.0
1214,5444,2026-07-08,,Open,Pro,1,1292.36,0.0
1215,5447,2026-07-09,,Open,Group,3,11057.23,0.0
1216,5448,2026-07-05,,Open,Pro,1,1527.96,0.0
1217,5449,2026-07-07,,Open,Pro,1,1295.18,0.0
1218,5458,2026-07-07,,Open,Group,5,15893.63,0.0
1219,5470,2026-07-09,,Open,Starter,1,576.71,0.0
1220,5473,2026-07-03,,Open,Starter,1,629.66,0.0
1221,5479,2026-07-10,,Open,Pro,1,1494.6,0.0
1222,5480,2026-07-07,,Open,Starter,1,546.3,0.0
90001,990001,2026-03-10,,Open,Pro,1,1428.0,0.0
90002,990002,2026-03-10,,Open,Pro,1,1428.0,0.0
90003,990003,2026-03-10,,Open,Pro,1,1428.0,0.0
90004,990004,2026-03-10,,Open,Pro,1,1428.0,0.0
90005,990005,2026-03-10,,Open,Pro,1,1428.0,0.0
1060,4737,2026-06-12,,Open,Pro,1,1381.52,0.0
318,1452,2026-01-23,2026-02-13,won,Pro,1,1560.2,1345.33
575,2632,2026-03-15,2026-04-05,Won,Group,5,17766.1,15813.0
893,4027,2026-05-09,2026-05-31,Lost,Pro,1,1466.81,0.0
955,4262,2026-05-23,,Open,Pro,1,1364.35,0.0
39,201,2025-11-21,2025-12-14,Lost,Starter,1,636.72,0.0
132,643,2025-12-11,2026-01-04,Won,Starter,1,605.47,542.83
947,4235,2026-05-25,2026-06-06,Won,Starter,1,561.74,545.97
