lead_id,created_at,channel,campaign,region,company_size,business_type,lead_score,is_mql,is_sql
4537,2026-05-27 12:04,Email,Reactivation,East Flanders,1-9,Restaurant,45.0,0,0
4538,2026-05-27 08:26,Email,Reactivation,Liège,1-9,Restaurant,57.0,0,0
4539,2026-05-27 14:28,Email,Reactivation,Liège,1-9,Restaurant,64.0,0,0
4540,2026-05-27 08:31,Referral,Customer Referral,Liège,10-49,Snack,62.0,1,0
4541,2026-05-28 18:11,Google Ads,High Intent Search,Liège,1-9,Bar,44.0,0,0
4542,2026-05-28 21:47,Google Ads,Competitor Search,Hainaut,1-9,Restaurant,27.0,0,1
4543,2026-05-28 13:45,Google Ads,Competitor Search,Liège,1-9,Restaurant,47.0,0,0
4544,2026-05-28 07:50,Meta Ads,Awareness Video,Hainaut,10-49,Café,21.0,0,0
4545,2026-05-28 09:05,Meta Ads,Awareness Video,Antwerp,1-9,Snack,20.0,0,0
4546,2026-05-28 19:29,Meta Ads,Awareness Video,East Flanders,1-9,Bar,40.0,0,0
4547,2026-05-28 09:14,Meta Ads,Awareness Video,Flemish Brabant,1-9,Restaurant,51.0,0,0
4548,2026-05-28 20:40,Meta Ads,Awareness Video,Antwerp,10-49,Snack,21.0,0,0
4549,2026-05-28 19:08,Meta Ads,Awareness Video,Hainaut,1-9,Snack,24.0,1,0
4550,2026-05-28 13:31,Meta Ads,Lead Magnet,Liège,1-9,Bar,11.0,0,0
4551,2026-05-28 07:53,Meta Ads,Lead Magnet,Antwerp,1-9,Restaurant,29.0,0,0
4552,2026-05-28 08:49,Meta Ads,Retargeting,Namur,1-9,Restaurant,21.0,0,0
4553,2026-05-28 20:04,Meta Ads,Retargeting,Antwerp,1-9,Restaurant,43.0,1,0
4554,2026-05-28 09:52,Organic Search,SEO Product Pages,Brussels,1-9,Hotel,40.0,0,0
4555,2026-05-28 18:36,Organic Search,SEO Product Pages,Antwerp,1-9,Restaurant,63.0,1,0
4556,2026-05-28 08:17,Organic Search,SEO Product Pages,Liège,10-49,Snack,75.0,0,0
4557,2026-05-28 18:35,Organic Search,SEO Product Pages,Brussels,1-9,Snack,48.0,1,0
4558,2026-05-28 12:27,Organic Search,SEO Guides,Namur,10-49,Bar,72.0,1,1
4559,2026-05-28 13:51,Direct,Brand Direct,Namur,1-9,Café,40.0,0,0
4560,2026-05-28 13:43,Direct,Brand Direct,Hainaut,10-49,Café,92.0,1,1
4561,2026-05-28 21:22,Direct,Brand Direct,Walloon Brabant,1-9,Restaurant,76.0,0,0
4562,2026-05-28 15:28,Direct,Returning Visitors,East Flanders,10-49,Restaurant,50.0,1,1
4563,2026-05-28 10:54,Direct,Returning Visitors,East Flanders,1-9,Café,43.0,0,0
4564,2026-05-28 07:03,Email,Newsletter,Hainaut,1-9,Bar,69.0,1,0
4565,2026-05-28 17:00,Email,Reactivation,Namur,10-49,Café,36.0,0,0
4566,2026-05-28 21:22,Email,Reactivation,Antwerp,50+,Restaurant,72.0,1,0
4567,2026-05-28 10:12,Referral,Industry Events,East Flanders,50+,Snack,55.0,0,0
4568,2026-05-29 12:59,Google Ads,High Intent Search,Brussels,1-9,Bar,46.0,0,0
4569,2026-05-29 18:28,Google Ads,High Intent Search,East Flanders,1-9,Bar,46.0,0,0
4570,2026-05-29 17:59,Google Ads,Competitor Search,Brussels,1-9,Bar,30.0,0,0
4571,2026-05-29 09:04,LinkedIn Ads,SMB Growth,East Flanders,50+,Restaurant,54.0,0,0
4572,2026-05-29 21:51,Meta Ads,Awareness Video,Antwerp,1-9,Bar,49.0,1,0
4573,2026-05-29 18:20,Meta Ads,Awareness Video,Brussels,1-9,Snack,9.0,0,0
4574,2026-05-29 18:02,Meta Ads,Awareness Video,Brussels,1-9,Bar,24.0,0,0
4575,2026-05-29 08:53,Meta Ads,Awareness Video,Bruxelles,1-9,Bar,24.0,0,0
4576,2026-05-29 11:43,Meta Ads,Lead Magnet,Antwerp,1-9,Restaurant,29.0,0,0
4577,2026-05-29 13:28,Meta Ads,Lead Magnet,Namur,1-9,Bar,34.0,0,0
4578,2026-05-29 18:12,Meta Ads,Lead Magnet,East Flanders,1-9,Snack,14.0,0,0
4579,2026-05-29 10:16,Meta Ads,Lead Magnet,Brussels,10-49,Bar,48.0,1,1
4580,2026-05-29 19:37,Meta Ads,Lead Magnet,Brussels,10-49,Restaurant,34.0,0,0
4581,2026-05-29 20:19,Meta Ads,Lead Magnet,Brussels,10-49,Restaurant,25.0,0,0
4582,2026-05-29 19:19,Meta Ads,Lead Magnet,Antwerp,1 - 9,Snack,18.0,0,0
4583,2026-05-29 10:59,Meta Ads,Retargeting,Hainaut,10-49,Snack,50.0,0,0
4584,2026-05-29 20:34,Organic Search,SEO Product Pages,Antwerp,50+,Restaurant,91.0,1,1
4585,2026-05-29 15:06,Organic Search,SEO Product Pages,Flemish Brabant,50+,Bar,60.0,1,0
4586,2026-05-29 12:12,Organic Search,SEO Product Pages,Liège,1-9,Snack,74.0,1,1
4587,2026-05-29 16:58,Organic Search,SEO Product Pages,Flemish Brabant,10-49,Restaurant,66.0,1,0
4588,2026-05-29 17:37,Organic Search,SEO Product Pages,East Flanders,1-9,Snack,31.0,1,1
4589,2026-05-29 07:30,Organic Search,SEO Guides,Hainaut,10-49,Bar,64.0,1,0
4590,2026-05-29 21:30,Direct,Brand Direct,Flemish Brabant,1-9,Restaurant,46.0,0,0
4591,2026-05-29 19:13,Direct,Brand Direct,Brussels,1-9,Bar,41.0,1,0
4592,2026-05-29 14:15,Direct,Brand Direct,Walloon Brabant,1-9,Restaurant,31.0,0,0
4593,2026-05-29 10:51,Direct,Brand Direct,Brussels,1-9,Bar,49.0,0,0
4594,2026-05-29 11:15,Direct,Brand Direct,Liège,10-49,Restaurant,40.0,0,0
4595,2026-05-29 10:45,Direct,Brand Direct,Hainaut,1-9,Restaurant,53.0,1,1
4596,2026-05-29 16:32,Direct,Brand Direct,Namur,1-9,Bar,43.0,0,0
4597,2026-05-29 16:26,Direct,Brand Direct,Hainaut,10-49,Restaurant,82.0,1,1
4598,2026-05-29 20:19,Direct,Returning Visitors,East Flanders,1-9,Café,58.0,1,0
4599,2026-05-29 15:18,Email,Newsletter,Liège,10-49,Hotel,72.0,1,0
4600,2026-05-29 13:20,Email,Newsletter,Brussels,50+,Restaurant,79.0,0,0
4601,2026-05-29 07:20,Email,Lead Nurture,East Flanders,10-49,Restaurant,80.0,1,1
4602,2026-05-29 17:45,Email,Lead Nurture,Walloon Brabant,1-9,Restaurant,62.0,1,1
4603,2026-05-29 17:13,Email,Lead Nurture,hainaut,10-49,Bar,61.0,0,0
4604,2026-05-29 20:48,Email,Reactivation,Hainaut,1-9,Bar,46.0,1,0
4605,2026-05-29 11:18,Email,Reactivation,East Flanders,10-49,Snack,75.0,0,0
4606,2026-05-29 08:45,Referral,Partner Network,Antwerp,1-9,Snack,84.0,1,1
4607,2026-05-29 13:47,Referral,Customer Referral,Walloon Brabant,1-9,Bar,75.0,1,1
4608,2026-05-29 07:39,Referral,Industry Events,Flemish Brabant,1-9,Restaurant,67.0,1,0
4609,2026-05-30 15:30,Google Ads,High Intent Search,Hainaut,1-9,Hotel,74.0,1,0
4610,2026-05-30 19:02,Google Ads,High Intent Search,Walloon Brabant,1-9,Restaurant,42.0,0,0
4611,2026-05-30 08:54,Google Ads,High Intent Search,Walloon Brabant,10-49,Hotel,48.0,1,0
4612,2026-05-30 17:20,Google Ads,Competitor Search,Liège,10-49,Restaurant,51.0,1,0
4613,2026-05-30 15:25,Google Ads,Competitor Search,Walloon Brabant,1-9,Hotel,36.0,1,0
4614,2026-05-30 09:02,Google Ads,Restaurant Operations,Brussels,1-9,Bar,83.0,1,1
4615,2026-05-30 20:44,Meta Ads,Awareness Video,Walloon Brabant,1-9,Bar,24.0,0,0
4616,2026-05-30 09:08,Meta Ads,Awareness Video,Antwerp,1-9,Café,14.0,0,0
4617,2026-05-30 18:15,Meta Ads,Awareness Video,Walloon Brabant,1-9,Restaurant,22.0,0,0
4618,2026-05-30 09:47,Meta Ads,Awareness Video,East Flanders,10-49,Café,0.0,0,0
4619,2026-05-30 19:24,Meta Ads,Lead Magnet,Brussels,50+,Restaurant,47.0,0,0
4620,2026-05-30 20:34,Meta Ads,Retargeting,Antwerp,1-9,Restaurant,38.0,0,0
4621,2026-05-30 13:54,Organic Search,SEO Product Pages,East Flanders,1-9,Restaurant,57.0,0,0
4622,2026-05-30 07:33,Direct,Brand Direct,Walloon Brabant,50+,Snack,69.0,1,1
4623,2026-05-30 11:44,Direct,Demo Page Direct,Hainaut,1-9,Restaurant,46.0,0,0
4624,2026-05-30 10:25,Email,Reactivation,Hainaut,1-9,Bar,55.0,1,0
4625,2026-05-30 16:44,Referral,Partner Network,Brussels,1-9,Restaurant,61.0,1,1
4626,2026-05-30 08:40,Referral,Customer Referral,Brussels,1-9,Restaurant,94.0,1,1
4627,2026-05-30 12:20,Referral,Customer Referral,Namur,1-9,Restaurant,83.0,1,1
4628,2026-05-30 18:30,Referral,Customer Referral,Antwerp,1-9,Bar,67.0,0,0
4629,2026-05-30 12:24,Referral,Industry Events,Antwerp,10-49,Bar,81.0,1,1
4630,2026-05-30 11:18,Referral,Industry Events,Liège,10-49,Restaurant,63.0,0,0
4631,2026-05-31 12:51,Google Ads,High Intent Search,Brussels,10-49,Hotel,74.0,0,0
4632,2026-05-31 13:17,Google Ads,Competitor Search,Walloon Brabant,1-9,Restaurant,52.0,0,0
4633,2026-05-31 19:38,Google Ads,Restaurant Operations,Liège,50+,Restaurant,71.0,1,0
4634,2026-05-31 08:44,LinkedIn Ads,Decision Makers,Namur,1-9,Bar,64.0,1,1
4635,2026-05-31 14:36,LinkedIn Ads,Decision Makers,Namur,1-9,Restaurant,88.0,1,1
4636,2026-05-31 21:07,Meta Ads,Awareness Video,Namur,1-9,Hotel,20.0,0,0
4637,2026-05-31 14:08,Meta Ads,Awareness Video,Namur,1-9,Bar,25.0,0,0
4638,2026-05-31 09:33,Meta Ads,Awareness Video,East Flanders,1-9,Restaurant,15.0,0,0
4639,2026-05-31 07:28,Meta Ads,Awareness Video,Walloon Brabant,10-49,Bar,25.0,0,0
4640,2026-05-31 15:01,Meta Ads,Awareness Video,Brussels,10-49,Restaurant,32.0,0,0
4641,2026-05-31 07:23,Meta Ads,Lead Magnet,Namur,1-9,Restaurant,4.0,0,0
4642,2026-05-31 21:34,Meta Ads,Lead Magnet,Flemish Brabant,1-9,Restaurant,28.0,0,0
4643,2026-05-31 20:20,Meta Ads,Lead Magnet,East Flanders,1-9,Restaurant,30.0,1,1
4644,2026-05-31 15:15,Organic Search,SEO Product Pages,Brussels,10-49,Hotel,61.0,0,0
4645,2026-05-31 16:54,Organic Search,SEO Product Pages,Hainaut,1-9,Restaurant,83.0,1,1
4646,2026-05-31 14:30,Organic Search,SEO Product Pages,Walloon Brabant,10-49,Snack,63.0,1,0
4647,2026-05-31 09:48,Organic Search,SEO Guides,Antwerp,1-9,Snack,45.0,1,1
4648,2026-05-31 19:05,Direct,Returning Visitors,Flemish Brabant,10-49,Restaurant,74.0,1,1
4649,2026-05-31 13:12,Direct,Returning Visitors,Antwerp,10-49,Restaurant,67.0,1,1
4650,2026-05-31 16:04,Email,Reactivation,Oost-Vlaanderen,1-9,Hotel,56.0,0,0
4651,2026-05-31 21:06,Referral,Partner Network,Brussels,1-9,Café,71.0,1,1
4652,2026-05-31 09:51,Referral,Partner Network,Hainaut,1-9,Restaurant,82.0,1,1
4653,2026-05-31 15:09,Referral,Partner Network,Brussels,1-9,Bar,86.0,1,1
4654,2026-05-31 07:10,Referral,Partner Network,Flemish Brabant,1-9,Snack,63.0,0,0
4655,2026-05-31 12:18,Referral,Partner Network,Namur,50+,Restaurant,76.0,0,0
4656,2026-05-31 12:20,Referral,Customer Referral,Brussels,10-49,Bar,90.0,1,1
4657,2026-06-01 17:01,Google Ads,High Intent Search,Antwerp,10-49,Bar,88.0,1,0
4658,2026-06-01 19:43,Google Ads,High Intent Search,Bruxelles,10-49,Café,55.0,0,0
4659,2026-06-01 17:48,Google Ads,High Intent Search,Brussels,1-9,Restaurant,56.0,1,1
4660,2026-06-01 13:42,Google Ads,Competitor Search,Namur,1-9,Restaurant,56.0,1,1
4661,2026-06-01 11:24,Google Ads,Restaurant Operations,Hainaut,1-9,Bar,68.0,1,1
4662,2026-06-01 07:17,Meta Ads,Awareness Video,Flemish Brabant,10-49,Restaurant,27.0,0,0
4663,2026-06-01 14:58,Meta Ads,Awareness Video,East Flanders,1-9,Bar,25.0,0,0
4664,2026-06-01 17:47,Meta Ads,Lead Magnet,Flemish Brabant,10-49,Restaurant,28.0,0,0
4665,2026-06-01 14:40,Meta Ads,Lead Magnet,East Flanders,1-9,Bar,36.0,0,0
4666,2026-06-01 09:03,Meta Ads,Lead Magnet,Antwerp,10-49,Snack,26.0,0,0
4667,2026-06-01 18:16,Meta Ads,Retargeting,Flemish Brabant,10-49,Restaurant,61.0,1,0
4668,2026-06-01 16:23,Meta Ads,Retargeting,East Flanders,1-9,Restaurant,40.0,1,0
4669,2026-06-01 08:21,Organic Search,SEO Product Pages,Brussels,1-9,Café,45.0,0,0
4670,2026-06-01 19:45,Organic Search,SEO Product Pages,Liège,1-9,Bar,44.0,0,0
4671,2026-06-01 12:37,Organic Search,SEO Product Pages,Brussels,10-49,Restaurant,74.0,1,0
4672,2026-06-01 08:25,Organic Search,SEO Product Pages,Brussels,10-49,Bar,69.0,0,0
4673,2026-06-01 19:37,Organic Search,SEO Product Pages,Antwerp,1-9,Restaurant,54.0,1,1
4674,2026-06-01 08:33,Organic Search,SEO Product Pages,Liège,1-9,Restaurant,48.0,0,0
4675,2026-06-01 11:52,Organic Search,SEO Guides,Antwerp,1-9,Restaurant,33.0,0,0
4676,2026-06-01 09:27,Organic Search,SEO Comparison,Hainaut,1-9,Bar,57.0,0,0
4677,2026-06-01 20:19,Direct,Brand Direct,Namur,10-49,Restaurant,49.0,0,0
4678,2026-06-01 16:33,Direct,Brand Direct,Hainaut,10-49,Restaurant,67.0,1,0
4679,2026-06-01 15:59,Direct,Brand Direct,Walloon Brabant,1-9,Café,49.0,0,0
4680,2026-06-01 20:32,Email,Newsletter,Brussels,10-49,Snack,72.0,1,1
4681,2026-06-01 17:33,Email,Newsletter,Brussels,1-9,Bar,61.0,1,0
4682,2026-06-01 16:56,Email,Lead Nurture,Brussels,50+,Café,75.0,1,1
4683,2026-06-01 09:03,Email,Lead Nurture,Brussels,10-49,Snack,81.0,0,0
4684,2026-06-01 13:50,Referral,Partner Network,Walloon Brabant,10-49,Restaurant,60.0,1,1
4685,2026-06-02 19:10,Google Ads,High Intent Search,Walloon Brabant,10-49,Restaurant,45.0,0,0
4686,2026-06-02 10:36,Google Ads,High Intent Search,East Flanders,1-9,Snack,55.0,1,1
4687,2026-06-02 17:10,Google Ads,Competitor Search,East Flanders,1-9,Restaurant,52.0,1,1
4688,2026-06-02 12:40,Google Ads,Restaurant Operations,Walloon Brabant,1-9,Snack,46.0,1,0
4689,2026-06-02 17:18,Google Ads,Restaurant Operations,Hainaut,1-9,Restaurant,55.0,0,0
4690,2026-06-02 07:18,Google Ads,Restaurant Operations,Liège,1-9,Bar,32.0,0,0
4691,2026-06-02 15:55,Meta Ads,Awareness Video,Flemish Brabant,10-49,Snack,45.0,1,1
4692,2026-06-02 09:58,Meta Ads,Awareness Video,Liège,1-9,Restaurant,13.0,0,0
4693,2026-06-02 13:09,Meta Ads,Awareness Video,Namur,10-49,Restaurant,16.0,0,0
4694,2026-06-02 13:53,Meta Ads,Lead Magnet,Antwerp,50+,Restaurant,37.0,0,0
4695,2026-06-02 15:55,Meta Ads,Retargeting,Hainaut,1-9,Restaurant,39.0,0,0
4696,2026-06-02 08:03,Organic Search,SEO Product Pages,East Flanders,1-9,Café,52.0,1,0
4697,2026-06-02 07:48,Organic Search,SEO Guides,Antwerp,1-9,Restaurant,1.0,0,0
4698,2026-06-02 13:10,Organic Search,SEO Guides,Liège,1-9,Restaurant,48.0,0,0
4699,2026-06-02 11:34,Organic Search,SEO Guides,Hainaut,50+,Restaurant,71.0,1,1
4700,2026-06-02 13:29,Organic Search,SEO Guides,Hainaut,10-49,Restaurant,47.0,0,0
4701,2026-06-02 08:02,Organic Search,SEO Guides,Brussels,1-9,Restaurant,38.0,0,0
4702,2026-06-02 21:02,Direct,Brand Direct,Brussels,50+,Bar,55.0,0,0
4703,2026-06-02 21:01,Direct,Brand Direct,Namur,1-9,Restaurant,58.0,1,1
4704,2026-06-02 08:51,Direct,Brand Direct,Walloon Brabant,1-9,Restaurant,69.0,1,1
4705,2026-06-02 16:36,Direct,Returning Visitors,East Flanders,1-9,Restaurant,62.0,1,1
4706,2026-06-02 07:50,Direct,Returning Visitors,Brussels,1-9,Restaurant,61.0,0,0
4707,2026-06-02 09:26,Direct,Returning Visitors,Brussels,1-9,Restaurant,49.0,1,1
4708,2026-06-02 13:38,Email,Newsletter,Antwerp,1-9,Snack,53.0,0,0
4709,2026-06-02 11:38,Email,Newsletter,Namur,1-9,Café,24.0,1,1
4710,2026-06-02 09:39,Email,Lead Nurture,Namur,10-49,Restaurant,57.0,1,1
4711,2026-06-02 20:56,Email,Reactivation,Liège,50+,Bar,63.0,1,0
4712,2026-06-02 13:09,Email,Reactivation,Hainaut,10-49,Café,46.0,1,0
4713,2026-06-02 07:45,Referral,Partner Network,Brussels,50+,Hotel,89.0,1,1
4714,2026-06-02 07:08,Referral,Partner Network,Liège,10-49,Café,69.0,1,0
4715,2026-06-02 07:34,Referral,Partner Network,Flemish Brabant,1-9,Restaurant,72.0,1,1
4716,2026-06-03 08:57,Google Ads,High Intent Search,East Flanders,10-49,Restaurant,53.0,0,0
4717,2026-06-03 09:34,Google Ads,High Intent Search,Namur,10-49,Restaurant,39.0,1,1
4718,2026-06-03 07:34,Google Ads,Restaurant Operations,Brussels,1-9,Restaurant,63.0,1,0
4719,2026-06-03 17:06,LinkedIn Ads,SMB Growth,Flemish Brabant,10-49,Bar,55.0,1,0
4720,2026-06-03 20:32,Meta Ads,Awareness Video,Hainaut,1-9,Restaurant,29.0,0,0
4721,2026-06-03 13:57,Meta Ads,Awareness Video,East Flanders,1-9,Restaurant,40.0,1,1
4722,2026-06-03 20:16,Meta Ads,Lead Magnet,Namur,1 - 9,Bar,32.0,0,0
4723,2026-06-03 19:26,Meta Ads,Lead Magnet,Flemish Brabant,1-9,Restaurant,33.0,0,0
4724,2026-06-03 12:41,Organic Search,SEO Product Pages,Liège,50+,Bar,49.0,1,1
4725,2026-06-03 19:35,Organic Search,SEO Guides,Namur,1-9,Restaurant,30.0,0,0
4726,2026-06-03 20:01,Organic Search,SEO Guides,Brussels,10-49,Bar,62.0,1,0
4727,2026-06-03 07:00,Direct,Brand Direct,Brussels,1-9,Café,43.0,1,1
4728,2026-06-03 17:56,Direct,Brand Direct,Walloon Brabant,50+,Snack,88.0,1,0
4729,2026-06-03 10:19,Direct,Brand Direct,Antwerp,10-49,Restaurant,44.0,1,0
4730,2026-06-03 11:43,Direct,Returning Visitors,Walloon Brabant,10-49,Bar,68.0,0,0
4731,2026-06-03 09:04,Email,Newsletter,Walloon Brabant,1-9,Bar,55.0,0,0
4732,2026-06-03 09:30,Email,Newsletter,Hainaut,1-9,Café,62.0,0,0
4733,2026-06-03 20:03,Email,Lead Nurture,Liège,1-9,Bar,83.0,1,1
4734,2026-06-03 09:13,Email,Reactivation,Liège,10-49,Restaurant,55.0,1,0
4735,2026-06-03 08:51,Email,Reactivation,East Flanders,10-49,Restaurant,81.0,1,1
4736,2026-06-03 16:53,Referral,Partner Network,Flemish Brabant,1-9,Restaurant,76.0,1,1
4737,2026-06-03 21:04,Referral,Partner Network,Namur,1-9,Restaurant,83.0,1,1
4738,2026-06-03 18:58,Referral,Industry Events,Antwerp,50+,Restaurant,85.0,1,0
4739,2026-06-04 19:58,Google Ads,High Intent Search,Brussels,1-9,Hotel,71.0,1,0
4740,2026-06-04 18:33,Google Ads,High Intent Search,Walloon Brabant,1-9,Restaurant,61.0,1,1
4741,2026-06-04 09:05,Google Ads,Competitor Search,Antwerp,1-9,Restaurant,51.0,1,0
4742,2026-06-04 11:07,Google Ads,Competitor Search,Walloon Brabant,1-9,Bar,43.0,1,0
4743,2026-06-04 20:20,Meta Ads,Awareness Video,Antwerp,1-9,Restaurant,27.0,0,0
4744,2026-06-04 21:25,Meta Ads,Awareness Video,Hainaut,1-9,Restaurant,8.0,0,0
4745,2026-06-04 08:26,Meta Ads,Awareness Video,Hainaut,1-9,Restaurant,15.0,0,0
4746,2026-06-04 09:30,Meta Ads,Awareness Video,East Flanders,1-9,Snack,22.0,0,0
4747,2026-06-04 15:31,Meta Ads,Awareness Video,Namur,10-49,Restaurant,48.0,0,0
4748,2026-06-04 13:47,Meta Ads,Awareness Video,Antwerp,10-49,Restaurant,24.0,0,0
4749,2026-06-04 16:28,Meta Ads,Awareness Video,Liège,1-9,Restaurant,19.0,0,0
4750,2026-06-04 12:58,Meta Ads,Awareness Video,Antwerp,1-9,Restaurant,20.0,0,0
4751,2026-06-04 10:15,Meta Ads,Lead Magnet,Brussels,1-9,Café,27.0,0,0
4752,2026-06-04 17:13,Meta Ads,Lead Magnet,Liège,10-49,Restaurant,42.0,0,0
4753,2026-06-04 10:01,Meta Ads,Lead Magnet,Walloon Brabant,10-49,Snack,39.0,1,0
4754,2026-06-04 21:25,Organic Search,SEO Product Pages,Antwerp,1-9,Bar,38.0,1,0
4755,2026-06-04 07:46,Organic Search,SEO Product Pages,Hainaut,10-49,Café,83.0,1,0
4756,2026-06-04 08:16,Organic Search,SEO Guides,Hainaut,1-9,Bar,42.0,1,0
4757,2026-06-04 16:10,Organic Search,SEO Comparison,Flemish Brabant,50+,Restaurant,46.0,0,0
4758,2026-06-04 07:05,Organic Search,SEO Comparison,Brussels,50+,Café,84.0,1,0
4759,2026-06-04 09:58,Direct,Brand Direct,Flemish Brabant,1-9,Snack,68.0,1,1
4760,2026-06-04 13:50,Direct,Brand Direct,Brussels,10-49,Hotel,64.0,1,0
4761,2026-06-04 12:33,Direct,Demo Page Direct,Namur,1-9,Restaurant,61.0,1,0
4762,2026-06-04 16:19,Direct,Demo Page Direct,Brussels,10-49,Restaurant,58.0,1,1
4763,2026-06-04 13:40,Email,Newsletter,Antwerp,10-49,Restaurant,58.0,0,0
4764,2026-06-04 19:57,Email,Newsletter,Liège,10-49,Restaurant,85.0,1,1
4765,2026-06-04 18:42,Email,Newsletter,Brussels,10-49,Restaurant,73.0,0,0
4766,2026-06-04 13:34,Email,Newsletter,Walloon Brabant,1-9,Restaurant,81.0,1,0
4767,2026-06-04 20:38,Email,Newsletter,Liège,10-49,Restaurant,80.0,1,1
4768,2026-06-04 14:41,Email,Lead Nurture,Hainaut,1-9,Bar,52.0,0,0
4769,2026-06-04 17:00,Email,Lead Nurture,Walloon Brabant,1-9,Café,,0,0
4770,2026-06-04 21:03,Email,Lead Nurture,Brussels,1-9,Restaurant,56.0,1,1
4771,2026-06-04 21:04,Email,Lead Nurture,Brussels,10-49,Restaurant,88.0,1,1
4772,2026-06-04 12:35,Referral,Customer Referral,Antwerp,10-49,Snack,75.0,1,1
4773,2026-06-05 20:48,Google Ads,High Intent Search,Brussels,1-9,Café,73.0,1,1
4774,2026-06-05 10:26,LinkedIn Ads,Decision Makers,East Flanders,1 - 9,Restaurant,65.0,0,0
4775,2026-06-05 08:43,LinkedIn Ads,Operations Leaders,Walloon Brabant,1-9,Hotel,71.0,1,0
4776,2026-06-05 07:33,Meta Ads,Awareness Video,Flemish Brabant,1-9,Restaurant,10.0,0,0
4777,2026-06-05 17:55,Meta Ads,Awareness Video,Brussels,1-9,Restaurant,26.0,1,0
4778,2026-06-05 10:25,Meta Ads,Awareness Video,Namur,1-9,Hotel,0.0,0,0
4779,2026-06-05 10:41,Meta Ads,Awareness Video,East Flanders,1-9,Café,27.0,0,0
4780,2026-06-05 10:40,Meta Ads,Awareness Video,Hainaut,1-9,Snack,17.0,0,0
4781,2026-06-05 12:59,Meta Ads,Awareness Video,Antwerp,1-9,Restaurant,44.0,1,0
4782,2026-06-05 19:15,Meta Ads,Retargeting,East Flanders,1-9,Restaurant,44.0,1,0
4783,2026-06-05 21:56,Organic Search,SEO Product Pages,Liège,1-9,Restaurant,34.0,0,0
4784,2026-06-05 19:20,Organic Search,SEO Product Pages,Brussels,1-9,Restaurant,81.0,1,0
4785,2026-06-05 17:44,Organic Search,SEO Guides,Brussels,1-9,Restaurant,41.0,0,0
4786,2026-06-05 17:16,Organic Search,SEO Guides,Walloon Brabant,1-9,Bar,66.0,1,1
4787,2026-06-05 09:30,Organic Search,SEO Comparison,Brussels,1-9,Restaurant,91.0,1,1
4788,2026-06-05 21:29,Organic Search,SEO Comparison,East Flanders,1-9,Bar,49.0,1,1
4789,2026-06-05 07:53,Direct,Brand Direct,Flemish Brabant,1-9,Restaurant,30.0,0,0
4790,2026-06-05 19:32,Direct,Brand Direct,Hainaut,1-9,Restaurant,66.0,1,1
4791,2026-06-05 20:45,Direct,Returning Visitors,Antwerp,10-49,Bar,70.0,1,1
4792,2026-06-05 19:03,Direct,Returning Visitors,Liège,10-49,Restaurant,61.0,1,1
4793,2026-06-05 08:13,Direct,Returning Visitors,Brussels,1-9,Restaurant,68.0,0,0
4794,2026-06-05 20:29,Email,Lead Nurture,Brussels,10-49,Snack,100.0,1,1
4795,2026-06-05 16:01,Email,Reactivation,Namur,1-9,Café,56.0,1,0
4796,2026-06-05 08:16,Referral,Partner Network,Flemish Brabant,10-49,Bar,77.0,1,1
4797,2026-06-05 18:32,Referral,Industry Events,Namur,10-49,Restaurant,61.0,0,0
4798,2026-06-06 15:51,Google Ads,High Intent Search,Brussels,1-9,Café,45.0,0,0
4799,2026-06-06 15:03,Google Ads,Competitor Search,Brussels,10-49,Bar,82.0,1,0
4800,2026-06-06 12:50,Meta Ads,Awareness Video,Antwerp,1-9,Bar,22.0,0,0
4801,2026-06-06 19:39,Meta Ads,Awareness Video,East Flanders,1-9,Restaurant,19.0,0,0
4802,2026-06-06 15:19,Meta Ads,Lead Magnet,Hainaut,50+,Café,19.0,0,0
4803,2026-06-06 11:16,Organic Search,SEO Product Pages,Hainaut,1-9,Snack,54.0,0,0
4804,2026-06-06 13:31,Organic Search,SEO Product Pages,East Flanders,1-9,Restaurant,62.0,1,0
4805,2026-06-06 18:38,Organic Search,SEO Guides,Flemish Brabant,1-9,Snack,77.0,0,1
4806,2026-06-06 12:31,Email,Newsletter,Hainaut,50+,Bar,58.0,0,0
4807,2026-06-06 18:08,Email,Lead Nurture,Brussels,1-9,Café,64.0,0,0
4808,2026-06-06 08:08,Email,Lead Nurture,Walloon Brabant,1-9,Restaurant,56.0,0,0
4809,2026-06-06 13:03,Email,Lead Nurture,East Flanders,1-9,Café,70.0,1,0
4810,2026-06-06 19:18,Referral,Partner Network,Brussels,1-9,Snack,68.0,0,0
4811,2026-06-06 20:01,Referral,Partner Network,Walloon Brabant,10-49,Restaurant,68.0,1,1
4812,2026-06-06 21:37,Referral,Customer Referral,Antwerp,1-9,Restaurant,100.0,1,1
4813,2026-06-06 13:59,Referral,Industry Events,Hainaut,10-49,Restaurant,69.0,1,1
4814,2026-06-06 21:07,Referral,Industry Events,Hainaut,1-9,Restaurant,84.0,1,1
4815,2026-06-07 16:53,Google Ads,High Intent Search,Walloon Brabant,10-49,Restaurant,39.0,0,0
4816,2026-06-07 20:27,Google Ads,High Intent Search,East Flanders,1-9,Restaurant,54.0,0,0
4817,2026-06-07 07:47,Google Ads,Competitor Search,Antwerp,10-49,Bar,40.0,1,0
4818,2026-06-07 14:35,Meta Ads,Awareness Video,Flemish Brabant,10-49,Restaurant,54.0,0,0
